id,text,labels,group,split,start_s,end_s
TworrkXAPuI,"Female singers sing this vocal harmony with backup singers. The song is medium tempo with a groovy bass line, violin countermelody, and keyboard harmony. The song is entertaining and groovy. The song has a poor audio quality.",poor audio quality|passionate|spirited,TworrkXAPuI,,180,190
TzPuAqjoL80,This song contains digital drums playing a four on the floor groove with a kick on every beat. A low synth arpeggio is serving as bassline rather than pitching up one octave while synth pluck instruments are playing a fast and repeating melody. A male voice is singing a melody in a higher key. The voice is panned to the right side of the speakers and is not the loudest element in the mix. You can hear a high pitch string drone. This song may be playing at a private houseparty.,uptempo|amateur recording,TzPuAqjoL80,,60,70
U-L9YCIdLbg,"This music is instrumental. The tempo is medium with rhythmic drumming accompaniment. The melody is simple and gets interesting as a layer of drums gets added. It is spirited, catchy and engaging.",instrumental|medium tempo|electric guitar|spirited|rock|groovy|energetic,U-L9YCIdLbg,,80,90
U-UF93NA3ko,"The low quality recording features a rock song that consists passionate male vocal, alongside, harmonizing background vocals, singing over shimmering wide cymbals, bouncy snare hits, soft kick hits, electric rhythm guitar melody in the left channel, groovy bass guitar, acoustic rhythm guitar in the right channel of the stereo image and some wide toms roll. It sounds addictive and energetic.",low quality|rock|energetic,U-UF93NA3ko,,30,40
U0sjbOT6hY4,"The low quality recording features a didgeridoo melody played over wooden percussion and shimmering shaker. There are some crowd chattering noises in the background. It is reverberant, due to the fact that it was performed in a medium size room, uptempo and the recording is noisy.",uptempo|low quality|noisy,U0sjbOT6hY4,,30,40
U0xhbrULfNY,This is a lullaby in the style of Chinese traditional music. It is an instrumental piece. The qin is playing the main tune while the erhu is holding notes in the background. The occasional higher end strum of the guzheng can be heard. The atmosphere is calming and relaxing. This piece would fit perfectly in the background of a meditation video. It could also be included in the playlists that are meant to induce sleep in babies.,instrumental,U0xhbrULfNY,,330,340
U3TpCc2zHrI,This is an industrial metal/alternative metal music piece. There is a male vocal singing in a harsh manner using the guttural technique. The melody is being played by the keyboard and the distorted electric guitar while the bass guitar is playing in the background. The acoustic drums are playing a loud and fast-paced metal beat with heavy use of twin pedals on the kick drum. The atmosphere is violent. This piece could be used in the soundtrack of a gruesome horror video game.,male vocal|bass guitar|acoustic drums|loud,U3TpCc2zHrI,,20,30
U6SYfguaJtk,This song contains male voices singing/shouting while an acoustic drum is playing an elevating pattern on the toms. You can hear hands clapping to the beat. A brass section/saxophones are playing a repeating melody creating tension. Then the song breaks into the next part with a piano playing along with the melody. This song may be playing at a live concert.,piano|acoustic drums|uptempo,U6SYfguaJtk,,30,40
U6aLiMIlqCc,This piece is a live performance of dancers playing the tambourine over a rock music piece in the background. The background piece has a female vocal and an electric guitar both in the major scale. A loud drum backing can also be heard.,rock|electric guitar|live performance,U6aLiMIlqCc,,60,70
U8XdDv5ERu4,"The low quality recording features an orchestral pop song that consists of a synth acid arpeggiated melody, claps, punchy kick, synth orchestral drums, some snare rolls, strings licks and a low male vocal choir. There are occasional ticking sound effects. It sounds epic, powerful and groovy.",low quality|punchy kick|groovy,U8XdDv5ERu4,,30,40
U8yqYlErUz8,This music is a ukelele instrumental. The tempo is medium with a simple melody and a male voice at the end of this clip. This is a ukelele lesson/ tutorial.,instrumental|medium tempo|mellow,U8yqYlErUz8,,200,210
UBfHLeCBBsA,"The Electro song features a low pitched male vocal talking over ""4 on the floor"" kick pattern, passionate female vocal melody, acid bass, claps, soft crash cymbal, shimmering hi hats and repetitive synth lead melody. Right before the drop in the second section of the loop, there is a short riser. It sounds energetic, like something you would listen to in clubs.",shimmering hi hats|energetic,UBfHLeCBBsA,,30,40
UC_XpUcIQ_8,"This clip features a rock and roll song. The main melody is sung by a male voice. Female voices sing backing vocals in harmony with the main voice. This is accompanied by percussion playing a simple beat in common time. A saxophone is playing fills in between lines. Due to the low audio quality, other instruments are not clearly audible. This song can be played in a dance party with a retro theme.",male voice|percussion|bass,UC_XpUcIQ_8,,60,70
UD0pisqyLKA,"The low quality recording features a high pitched sound effect, followed by a siren sound effect and finally a muffled hip hop song. It sounds like it was recorded with the phone.",low quality,UD0pisqyLKA,,40,50
UDN11Q90Fa4,"A male vocalist sings this soft pop. The tempo is slow with a simple piano accompaniment, mellow acoustic guitar and rhythmic Cajun beats. The song is a simple, unaffected, romantic, melodic, sentimental, emotional and pensive Pop.",slow tempo|emotional|romantic|amateur recording,UDN11Q90Fa4,,30,40
UDS6PrY9ZIM,"This pop song features a female voice singing the main melody. At the highest pitch, her voice goes into falsetto. This is accompanied by percussion playing a simple beat in common time. An electric guitar plays a repetitive two note phrase in the background. Another guitar player fills in the background. The bass plays the root notes of the chords. This song can be played in a romantic movie.",bass|slow tempo,UDS6PrY9ZIM,,130,140
UDTsCTLkZzc,"The low quality recording features an electro song being scratched by a DJ. The song consists of synth lead melody, punchy kick, claps, boomy bass and reverberant metallic impacts. It sounds groovy and energetic.",low quality|flat male vocal|punchy kick|energetic|groovy,UDTsCTLkZzc,,90,100
UDg9vuBDtVU,"The song is an instrumental. The song is medium tempo with a groovy bass line, guitar playing accompaniment along with piano and a steady drumming rhythm with cymbal hits. The song is meditative and nostalgic. The song is a new age rock inspired tune.",medium tempo|instrumental music|groovy|emotional|exciting,UDg9vuBDtVU,,30,40
UEOUXjX5R2I,"The low quality recording features an electro song that consists of repetitive, high pitched female vocals, alongside exciting male vocals, over groovy bass, punchy kick, energetic snare hits and repetitive synth lead melody. It sounds groovy, energetic, aggressive and hypnotic - due to the repetitiveness.",low quality|groovy bass|punchy kick|groovy|energetic,UEOUXjX5R2I,,60,70
UEel3wTf0Sk,This is a gritty and upbeat indie pop song. The lead singer has a raspy voice. The drummer plays a build-up drum roll into a high energy chorus refrain.,rock,UEel3wTf0Sk,,30,40
UFyOGqmITjM,"This music is a lively fiddle instrumental. The tempo is fast with a percussion accompaniment. The music is spirited, vibrant, enthusiastic,cheerful, happy , merry and sunny. This music is Country Folk.",instrumental|fast tempo|spirited|percussion|spirited,UFyOGqmITjM,,0,10
UHvYrO1IGCc,"This is a gear showcase jam. Firstly, the performer describes the sound effect that is achieved when the octave pedal is connected to the electric guitar. Then, he starts to play a simple tune with a crunchy sound. Parts of the recording where the performer is not speaking can be used as electric guitar samples in beat-making.",male voice|electric guitar,UHvYrO1IGCc,,380,390
UIOnnpaqBy8,"The Country song features a soft female vocal singing over repetitive arpeggiated acoustic guitar melody. It sounds heartfelt, emotional, passionate and hopeful, like something you would listen to when having a tough time.",emotional|passionate,UIOnnpaqBy8,,30,40
UJA5AWbt6HM,"The Regional Mexican song features a passionate male vocal singing over guiro percussion, followed by wooden percussion, shimmering cymbals, acoustic rhythm guitar in the left channel of the stereo image and bright brass melody in the right channel. It sounds joyful, happy and passionate.",groovy bass|passionate|happy,UJA5AWbt6HM,,70,80
UJAk1nNdo1I,"The low quality recording features a filtered, throaty male vocal singing over mellow piano melody which can barely be heard due to clashing of frequencies. There are some crackling sounds occasionally. The recording is noisy and in mono, and it sounds vintage, nostalgic, euphoric, but also kind of creepy.",low quality|noisy|mono,UJAk1nNdo1I,,30,40
